customer_id,recencia_dias,frecuencia_compras,ticket_promedio,total_gastado,antiguedad_dias,score_satisfaccion,n_categorias,usa_app,n_tickets_soporte,region,canal_adquisicion,churn,segmento_latente,segmento_id,segmento_nombre,churn_prob,accion
C00740,2,1,69.03,73.99,1595,4.3,2,1,0,Lima,Social,0,new,4,Nuevos,0.058,✅ Programa de fidelización estándar
C00741,169,3,58.11,144.11,1213,2.7,5,0,0,Lima,Orgánico,1,lost,3,Inactivos,0.971,🚨 Intervención urgente: llamada + descuento 20%
C00742,134,1,69.94,58.28,1712,4.1,2,0,2,Trujillo,Email,1,lost,3,Inactivos,0.942,🚨 Intervención urgente: llamada + descuento 20%
C00743,3,16,240.51,3155.3,848,4.7,2,0,0,Lima,Directo,1,champion,1,Leales,0.418,📧 Newsletter personalizado + recomendaciones
C00744,7,11,347.79,3783.41,778,4.4,4,0,1,Lima,Social,0,champion,0,Champions,0.652,⚠️ Email win-back + oferta exclusiva VIP
C00745,27,13,203.69,3115.97,441,4.3,2,1,0,Cusco,Paid Search,0,loyal,1,Leales,0.032,✅ Programa de fidelización estándar
C00746,230,1,40.3,41.19,1740,4.3,5,0,3,Lima,Orgánico,1,lost,3,Inactivos,0.962,🚨 Intervención urgente: llamada + descuento 20%
C00747,97,3,153.9,526.21,1637,3.8,4,1,3,Lima,Social,0,at_risk,3,Inactivos,0.073,✅ Programa de fidelización estándar
C00748,62,4,65.46,221.14,413,3.9,2,0,1,Cusco,Email,0,at_risk,3,Inactivos,0.096,✅ Programa de fidelización estándar
C00749,2,1,146.79,121.81,904,3.6,4,0,0,Arequipa,Orgánico,0,new,4,Nuevos,0.19,✅ Programa de fidelización estándar
C00750,11,1,56.38,45.59,1692,3.8,2,0,0,Lima,Orgánico,0,new,3,Inactivos,0.063,✅ Programa de fidelización estándar
C00751,2,1,118.45,150.0,926,3.7,1,0,0,Piura,Directo,1,new,4,Nuevos,0.785,🚨 Intervención urgente: llamada + descuento 20%
C00752,44,4,141.41,524.64,737,3.5,1,0,1,Arequipa,Email,0,loyal,3,Inactivos,0.218,✅ Programa de fidelización estándar
C00753,99,2,82.03,186.96,1238,3.2,2,0,3,Lima,Social,0,lost,3,Inactivos,0.154,✅ Programa de fidelización estándar
C00754,2,9,191.91,1419.79,1715,3.7,4,1,1,Lima,Social,0,loyal,2,En Riesgo,0.088,✅ Programa de fidelización estándar
C00755,26,5,100.23,545.91,243,3.6,5,1,0,Trujillo,Email,0,loyal,3,Inactivos,0.105,✅ Programa de fidelización estándar
C00756,62,14,211.49,3613.44,1147,4.3,1,1,0,Arequipa,Paid Search,0,loyal,1,Leales,0.044,✅ Programa de fidelización estándar
C00757,27,6,270.14,1511.74,599,3.3,4,1,1,Lima,Paid Search,0,loyal,1,Leales,0.099,✅ Programa de fidelización estándar
C00758,66,3,152.23,429.34,248,3.5,5,1,1,Cusco,Paid Search,1,at_risk,3,Inactivos,0.746,🚨 Intervención urgente: llamada + descuento 20%
C00759,193,1,57.2,53.78,248,1.1,4,0,4,Trujillo,Paid Search,1,lost,3,Inactivos,0.989,🚨 Intervención urgente: llamada + descuento 20%
C00760,19,17,229.85,3573.67,42,4.3,2,1,0,Lima,Social,1,champion,1,Leales,0.71,🚨 Intervención urgente: llamada + descuento 20%
C00761,207,2,48.15,88.95,452,3.5,1,0,1,Lima,Email,1,lost,3,Inactivos,0.616,⚠️ Email win-back + cupón 15%
C00762,53,8,106.68,907.09,1476,4.2,1,1,0,Lima,Social,0,at_risk,3,Inactivos,0.124,✅ Programa de fidelización estándar
C00763,38,11,189.22,1857.11,515,3.7,1,1,0,Trujillo,Paid Search,1,loyal,1,Leales,0.737,🚨 Intervención urgente: llamada + descuento 20%
C00764,56,1,155.22,141.76,1430,3.4,2,1,0,Lima,Email,1,at_risk,3,Inactivos,0.847,🚨 Intervención urgente: llamada + descuento 20%
C00765,32,11,218.22,2934.99,997,3.8,5,1,0,Arequipa,Email,0,loyal,1,Leales,0.037,✅ Programa de fidelización estándar
C00766,82,4,121.8,508.52,1705,4.2,5,0,0,Trujillo,Email,1,at_risk,3,Inactivos,0.429,📧 Newsletter personalizado + recomendaciones
C00767,39,5,110.88,499.39,1461,4.3,6,0,1,Cusco,Email,1,at_risk,3,Inactivos,0.713,🚨 Intervención urgente: llamada + descuento 20%
C00768,30,8,168.88,1568.89,815,4.3,6,0,0,Lima,Orgánico,0,loyal,1,Leales,0.033,✅ Programa de fidelización estándar
C00769,14,12,312.61,3656.52,148,4.5,1,0,0,Cusco,Paid Search,0,champion,1,Leales,0.129,✅ Programa de fidelización estándar
C00770,66,6,104.35,558.06,300,3.9,6,1,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.155,✅ Programa de fidelización estándar
C00771,4,1,88.47,100.06,941,4.1,5,0,2,Cusco,Paid Search,1,new,4,Nuevos,0.15,✅ Programa de fidelización estándar
C00772,23,12,187.47,2027.69,1150,3.0,6,1,1,Lima,Paid Search,0,loyal,1,Leales,0.13,✅ Programa de fidelización estándar
C00773,125,3,87.2,215.97,871,3.6,6,1,2,Lima,Email,0,lost,3,Inactivos,0.248,✅ Programa de fidelización estándar
C00774,137,3,107.55,295.19,1100,2.4,1,0,2,Trujillo,Directo,0,lost,3,Inactivos,0.299,📧 Newsletter personalizado + recomendaciones
C00775,6,1,139.98,206.36,693,3.3,5,0,0,Lima,Email,0,new,4,Nuevos,0.191,✅ Programa de fidelización estándar
C00776,201,2,125.21,175.92,1053,3.6,1,0,6,Lima,Email,1,lost,3,Inactivos,0.613,⚠️ Email win-back + cupón 15%
C00777,66,2,114.08,250.99,202,4.3,5,1,0,Trujillo,Paid Search,0,at_risk,3,Inactivos,0.031,✅ Programa de fidelización estándar
C00778,165,3,85.55,235.46,816,2.2,4,1,1,Trujillo,Email,1,lost,3,Inactivos,0.977,🚨 Intervención urgente: llamada + descuento 20%
C00779,3,1,114.22,102.56,376,3.3,1,0,4,Arequipa,Orgánico,0,new,4,Nuevos,0.09,✅ Programa de fidelización estándar
C00780,122,5,72.16,383.69,266,4.0,6,0,0,Arequipa,Paid Search,0,at_risk,3,Inactivos,0.882,🚨 Intervención urgente: llamada + descuento 20%
C00781,40,17,238.1,3741.22,966,3.2,6,0,0,Lima,Paid Search,0,loyal,1,Leales,0.241,✅ Programa de fidelización estándar
C00782,19,12,421.0,5366.2,572,4.5,1,0,3,Lima,Paid Search,1,champion,0,Champions,0.784,🚨 Intervención urgente: llamada + descuento 20%
C00783,179,1,99.7,99.88,1266,3.3,6,1,3,Lima,Orgánico,0,lost,3,Inactivos,0.937,🚨 Intervención urgente: llamada + descuento 20%
C00784,158,2,103.61,206.93,1325,1.0,3,1,4,Lima,Orgánico,0,lost,3,Inactivos,0.469,⚠️ Email win-back + cupón 15%
C00785,19,19,377.09,6623.71,436,4.4,1,0,1,Cusco,Paid Search,0,champion,0,Champions,0.193,✅ Programa de fidelización estándar
C00786,75,5,91.41,367.43,107,3.5,5,1,0,Arequipa,Directo,1,at_risk,3,Inactivos,0.98,🚨 Intervención urgente: llamada + descuento 20%
C00787,99,6,62.97,290.69,1606,3.4,4,0,1,Lima,Paid Search,1,at_risk,3,Inactivos,0.894,🚨 Intervención urgente: llamada + descuento 20%
C00788,23,20,300.67,6423.69,1199,4.1,4,0,0,Lima,Paid Search,0,champion,0,Champions,0.006,✅ Programa de fidelización estándar
C00789,1,1,90.08,96.3,41,4.7,5,1,0,Piura,Orgánico,1,new,2,En Riesgo,0.085,✅ Programa de fidelización estándar
C00790,12,8,188.7,1360.08,258,3.8,2,0,1,Lima,Email,1,loyal,1,Leales,0.817,🚨 Intervención urgente: llamada + descuento 20%
C00791,23,16,395.89,6582.97,872,4.4,6,0,0,Arequipa,Paid Search,0,champion,0,Champions,0.09,✅ Programa de fidelización estándar
C00792,66,4,78.22,410.69,994,4.4,1,1,1,Lima,Orgánico,1,at_risk,3,Inactivos,0.959,🚨 Intervención urgente: llamada + descuento 20%
C00793,150,3,80.59,184.48,1744,1.5,4,0,8,Arequipa,Paid Search,1,lost,3,Inactivos,0.332,📧 Newsletter personalizado + recomendaciones
C00794,15,22,386.74,8526.24,1394,4.4,5,0,1,Lima,Orgánico,0,champion,0,Champions,0.048,✅ Programa de fidelización estándar
C00795,185,2,59.44,152.83,701,2.7,4,1,1,Cusco,Orgánico,1,lost,3,Inactivos,0.971,🚨 Intervención urgente: llamada + descuento 20%
C00796,57,7,125.76,675.95,1786,2.5,4,0,1,Piura,Orgánico,0,at_risk,3,Inactivos,0.22,✅ Programa de fidelización estándar
C00797,11,17,343.75,6550.06,868,4.2,5,0,1,Arequipa,Orgánico,1,champion,0,Champions,0.733,🚨 Intervención urgente: llamada + descuento 20%
C00798,33,7,131.35,1108.76,193,4.0,3,0,0,Arequipa,Orgánico,1,loyal,3,Inactivos,0.77,🚨 Intervención urgente: llamada + descuento 20%
C00799,78,1,125.52,104.86,1733,4.5,4,0,2,Piura,Paid Search,1,at_risk,3,Inactivos,0.866,🚨 Intervención urgente: llamada + descuento 20%
C00800,37,13,215.85,3101.38,411,4.0,4,0,0,Trujillo,Social,0,loyal,1,Leales,0.019,✅ Programa de fidelización estándar
C00801,2,1,109.7,104.37,760,2.5,2,1,0,Lima,Email,0,new,4,Nuevos,0.197,✅ Programa de fidelización estándar
C00802,174,1,87.98,110.87,611,2.8,3,1,4,Arequipa,Paid Search,0,lost,3,Inactivos,0.33,📧 Newsletter personalizado + recomendaciones
C00803,13,2,47.97,90.83,1475,3.5,2,0,0,Arequipa,Paid Search,0,new,3,Inactivos,0.139,✅ Programa de fidelización estándar
C00804,3,8,197.82,1382.47,1491,4.1,5,1,0,Lima,Directo,0,loyal,4,Nuevos,0.102,✅ Programa de fidelización estándar
C00805,1,1,77.9,99.98,801,2.5,6,0,1,Trujillo,Paid Search,1,new,2,En Riesgo,0.485,⚠️ Email win-back + cupón 15%
C00806,51,2,20.0,36.66,971,4.1,1,0,0,Piura,Orgánico,0,at_risk,3,Inactivos,0.183,✅ Programa de fidelización estándar
C00807,22,13,184.68,2615.46,1116,4.2,5,1,0,Piura,Email,0,loyal,1,Leales,0.004,✅ Programa de fidelización estándar
C00808,17,20,371.25,7273.09,1024,4.4,3,1,1,Lima,Orgánico,0,champion,0,Champions,0.203,✅ Programa de fidelización estándar
C00809,8,14,306.11,4196.78,275,3.9,6,0,0,Lima,Paid Search,0,champion,0,Champions,0.224,✅ Programa de fidelización estándar
C00810,163,1,76.99,85.81,1027,2.5,5,0,5,Piura,Paid Search,1,lost,3,Inactivos,0.986,🚨 Intervención urgente: llamada + descuento 20%
C00811,64,4,86.78,290.7,79,3.1,3,0,0,Cusco,Social,0,at_risk,3,Inactivos,0.754,🚨 Intervención urgente: llamada + descuento 20%
C00812,23,10,155.12,1371.24,1287,4.4,6,0,0,Lima,Paid Search,0,loyal,1,Leales,0.019,✅ Programa de fidelización estándar
C00813,90,4,80.55,329.66,1581,4.3,2,0,0,Piura,Email,0,at_risk,3,Inactivos,0.198,✅ Programa de fidelización estándar
C00814,22,9,198.67,1565.11,1569,4.1,4,1,0,Cusco,Directo,0,loyal,1,Leales,0.022,✅ Programa de fidelización estándar
C00815,66,7,83.59,619.06,1335,4.7,5,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.061,✅ Programa de fidelización estándar
C00816,49,6,131.32,683.71,698,3.8,5,0,0,Arequipa,Paid Search,0,at_risk,3,Inactivos,0.097,✅ Programa de fidelización estándar
C00817,125,2,79.31,170.39,249,2.8,6,0,4,Lima,Paid Search,1,lost,3,Inactivos,0.82,🚨 Intervención urgente: llamada + descuento 20%
C00818,222,3,96.49,277.41,936,3.5,4,1,3,Lima,Paid Search,1,lost,3,Inactivos,0.965,🚨 Intervención urgente: llamada + descuento 20%
C00819,76,6,117.68,653.72,1401,3.6,5,0,0,Lima,Paid Search,0,at_risk,3,Inactivos,0.285,📧 Newsletter personalizado + recomendaciones
C00820,67,4,74.27,331.81,393,4.1,5,0,0,Trujillo,Directo,1,at_risk,3,Inactivos,0.838,🚨 Intervención urgente: llamada + descuento 20%
C00821,37,6,137.31,791.97,1021,3.6,6,0,0,Lima,Email,0,at_risk,3,Inactivos,0.093,✅ Programa de fidelización estándar
C00822,199,1,39.68,56.46,949,2.3,1,1,2,Lima,Email,1,lost,3,Inactivos,0.878,🚨 Intervención urgente: llamada + descuento 20%
C00823,18,11,183.94,2256.98,592,3.8,6,0,1,Lima,Paid Search,0,loyal,1,Leales,0.155,✅ Programa de fidelización estándar
C00824,11,9,174.72,1546.68,71,3.6,6,0,2,Lima,Social,0,loyal,1,Leales,0.043,✅ Programa de fidelización estándar
C00825,31,17,319.04,6160.44,452,4.5,6,0,1,Cusco,Directo,0,champion,0,Champions,0.083,✅ Programa de fidelización estándar
C00826,86,4,107.35,460.11,164,2.9,1,0,1,Lima,Social,0,at_risk,3,Inactivos,0.095,✅ Programa de fidelización estándar
C00827,83,3,143.6,443.22,815,3.5,4,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.523,⚠️ Email win-back + cupón 15%
C00828,94,1,59.47,52.24,1312,2.2,2,0,3,Trujillo,Email,1,lost,3,Inactivos,0.91,🚨 Intervención urgente: llamada + descuento 20%
C00829,47,14,205.4,2883.65,1244,4.0,5,0,0,Lima,Orgánico,0,loyal,1,Leales,0.009,✅ Programa de fidelización estándar
C00830,69,6,186.0,1012.46,1309,3.7,6,1,1,Lima,Paid Search,0,at_risk,1,Leales,0.206,✅ Programa de fidelización estándar
C00831,165,2,54.79,126.43,777,2.1,5,0,5,Lima,Orgánico,1,lost,3,Inactivos,0.923,🚨 Intervención urgente: llamada + descuento 20%
C00832,250,1,62.44,83.57,1547,3.2,2,1,5,Lima,Email,1,lost,3,Inactivos,0.983,🚨 Intervención urgente: llamada + descuento 20%
C00833,81,7,82.16,568.74,102,3.9,5,0,0,Lima,Email,1,at_risk,3,Inactivos,0.947,🚨 Intervención urgente: llamada + descuento 20%
C00834,69,4,58.03,229.61,1127,3.8,2,1,1,Lima,Orgánico,0,at_risk,3,Inactivos,0.436,📧 Newsletter personalizado + recomendaciones
C00835,20,15,155.7,2508.52,664,4.2,4,1,0,Lima,Paid Search,1,loyal,1,Leales,0.796,🚨 Intervención urgente: llamada + descuento 20%
C00836,10,1,53.47,45.11,1635,4.1,4,1,1,Cusco,Paid Search,1,new,4,Nuevos,0.848,🚨 Intervención urgente: llamada + descuento 20%
C00837,20,15,372.81,4948.79,430,4.6,2,1,0,Lima,Paid Search,0,champion,0,Champions,0.512,⚠️ Email win-back + oferta exclusiva VIP
C00838,1,1,160.47,168.85,1132,4.0,2,0,0,Arequipa,Orgánico,0,new,2,En Riesgo,0.108,✅ Programa de fidelización estándar
C00839,201,2,78.61,181.84,1022,2.8,3,1,3,Arequipa,Paid Search,0,lost,3,Inactivos,0.156,✅ Programa de fidelización estándar
C00840,49,5,92.12,523.55,1301,3.7,1,0,0,Lima,Social,0,at_risk,3,Inactivos,0.18,✅ Programa de fidelización estándar
C00841,11,17,428.25,6146.18,1240,4.7,1,1,1,Arequipa,Orgánico,0,champion,0,Champions,0.027,✅ Programa de fidelización estándar
C00842,76,2,142.48,312.19,1706,4.7,6,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.074,✅ Programa de fidelización estándar
C00843,38,5,61.38,325.15,1609,4.0,5,0,0,Piura,Paid Search,0,at_risk,3,Inactivos,0.152,✅ Programa de fidelización estándar
C00844,11,11,125.73,1364.2,499,3.3,5,1,0,Lima,Directo,0,loyal,1,Leales,0.05,✅ Programa de fidelización estándar
C00845,192,3,70.19,188.81,1791,3.3,2,0,1,Lima,Email,0,lost,3,Inactivos,0.203,✅ Programa de fidelización estándar
C00846,4,1,120.14,115.73,608,3.9,6,1,1,Lima,Email,0,new,4,Nuevos,0.22,✅ Programa de fidelización estándar
C00847,102,2,45.96,84.35,485,3.8,2,1,1,Piura,Paid Search,1,at_risk,3,Inactivos,0.85,🚨 Intervención urgente: llamada + descuento 20%
C00848,175,2,65.87,97.57,1329,3.4,1,0,5,Lima,Email,1,lost,3,Inactivos,0.914,🚨 Intervención urgente: llamada + descuento 20%
C00849,24,13,311.06,3396.02,1232,4.6,6,0,1,Arequipa,Orgánico,0,champion,1,Leales,0.057,✅ Programa de fidelización estándar
C00850,73,3,150.43,464.64,943,3.4,6,0,0,Lima,Email,1,at_risk,3,Inactivos,0.869,🚨 Intervención urgente: llamada + descuento 20%
C00851,18,14,306.59,4948.93,158,4.5,5,1,0,Trujillo,Directo,0,champion,0,Champions,0.038,✅ Programa de fidelización estándar
C00852,60,1,172.94,167.39,408,4.3,1,1,0,Lima,Email,1,at_risk,3,Inactivos,0.068,✅ Programa de fidelización estándar
C00853,8,1,142.09,123.21,1168,3.7,4,1,1,Cusco,Social,0,new,4,Nuevos,0.414,📧 Newsletter personalizado + recomendaciones
C00854,209,1,46.55,50.44,1375,3.9,1,1,2,Lima,Email,1,lost,3,Inactivos,0.874,🚨 Intervención urgente: llamada + descuento 20%
C00855,12,11,239.34,2943.98,418,4.7,1,0,1,Lima,Orgánico,1,champion,1,Leales,0.808,🚨 Intervención urgente: llamada + descuento 20%
C00856,37,7,153.14,861.95,815,3.3,2,0,1,Lima,Directo,0,at_risk,3,Inactivos,0.073,✅ Programa de fidelización estándar
C00857,99,2,113.71,254.95,493,3.4,5,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.08,✅ Programa de fidelización estándar
C00858,96,3,136.86,388.01,1255,4.1,4,1,0,Arequipa,Paid Search,0,at_risk,3,Inactivos,0.286,📧 Newsletter personalizado + recomendaciones
C00859,147,2,23.52,37.74,1682,4.1,1,0,1,Lima,Orgánico,0,lost,3,Inactivos,0.585,⚠️ Email win-back + cupón 15%
C00860,171,4,70.11,304.55,1018,3.1,1,1,6,Trujillo,Orgánico,1,lost,3,Inactivos,0.918,🚨 Intervención urgente: llamada + descuento 20%
C00861,83,4,86.86,381.58,576,4.0,2,1,1,Lima,Paid Search,1,at_risk,3,Inactivos,0.942,🚨 Intervención urgente: llamada + descuento 20%
C00862,121,6,183.42,1194.2,438,3.7,6,0,0,Lima,Paid Search,1,at_risk,1,Leales,0.866,🚨 Intervención urgente: llamada + descuento 20%
C00863,19,13,145.43,2245.05,647,3.3,3,0,0,Lima,Paid Search,0,loyal,1,Leales,0.144,✅ Programa de fidelización estándar
C00864,17,21,276.07,5671.08,790,4.3,5,0,0,Lima,Email,0,champion,0,Champions,0.008,✅ Programa de fidelización estándar
C00865,57,8,133.18,1191.06,1205,3.5,5,1,0,Arequipa,Orgánico,1,at_risk,3,Inactivos,0.74,🚨 Intervención urgente: llamada + descuento 20%
C00866,75,4,160.4,548.86,682,3.7,5,0,1,Lima,Orgánico,1,at_risk,3,Inactivos,0.893,🚨 Intervención urgente: llamada + descuento 20%
C00867,213,2,63.96,99.62,1458,1.8,1,0,3,Lima,Email,1,lost,3,Inactivos,0.977,🚨 Intervención urgente: llamada + descuento 20%
C00868,247,2,110.27,242.55,1031,2.6,1,1,3,Cusco,Paid Search,1,lost,3,Inactivos,0.874,🚨 Intervención urgente: llamada + descuento 20%
C00869,6,19,334.89,6110.73,520,4.7,1,0,1,Piura,Email,1,champion,0,Champions,0.871,🚨 Intervención urgente: llamada + descuento 20%
C00870,52,4,181.77,661.29,836,4.1,6,0,0,Lima,Email,1,at_risk,3,Inactivos,0.858,🚨 Intervención urgente: llamada + descuento 20%
C00871,31,9,184.91,1811.6,1215,3.9,3,1,0,Lima,Social,0,loyal,1,Leales,0.035,✅ Programa de fidelización estándar
C00872,9,13,210.54,2569.33,176,4.2,1,1,0,Arequipa,Email,0,loyal,1,Leales,0.017,✅ Programa de fidelización estándar
C00873,206,3,66.55,207.43,1465,4.0,5,1,3,Lima,Paid Search,1,lost,3,Inactivos,0.873,🚨 Intervención urgente: llamada + descuento 20%
C00874,18,28,356.49,9102.03,285,4.4,6,0,1,Lima,Email,0,champion,0,Champions,0.052,✅ Programa de fidelización estándar
C00875,52,5,133.01,771.37,1656,3.6,5,0,0,Lima,Paid Search,0,at_risk,3,Inactivos,0.155,✅ Programa de fidelización estándar
C00876,44,9,219.17,1777.17,399,3.7,2,1,0,Trujillo,Paid Search,0,loyal,1,Leales,0.064,✅ Programa de fidelización estándar
C00877,1,1,117.88,119.54,1783,3.8,3,0,1,Arequipa,Social,0,new,2,En Riesgo,0.211,✅ Programa de fidelización estándar
C00878,76,9,63.27,454.24,680,3.6,4,1,2,Lima,Paid Search,0,at_risk,3,Inactivos,0.091,✅ Programa de fidelización estándar
C00879,20,13,215.65,3159.89,1742,3.7,1,0,1,Lima,Social,0,loyal,1,Leales,0.016,✅ Programa de fidelización estándar
C00880,84,4,57.83,232.1,1344,4.4,4,0,0,Lima,Social,1,at_risk,3,Inactivos,0.815,🚨 Intervención urgente: llamada + descuento 20%
C00881,141,3,73.63,169.76,1393,2.6,1,0,2,Arequipa,Social,1,lost,3,Inactivos,0.843,🚨 Intervención urgente: llamada + descuento 20%
C00882,6,1,90.01,99.13,105,3.9,3,1,1,Lima,Directo,1,new,4,Nuevos,0.844,🚨 Intervención urgente: llamada + descuento 20%
C00883,35,14,190.67,2329.84,598,4.5,3,1,1,Lima,Paid Search,0,loyal,1,Leales,0.146,✅ Programa de fidelización estándar
C00884,1,2,121.05,217.55,1593,3.1,5,0,0,Trujillo,Paid Search,0,new,2,En Riesgo,0.145,✅ Programa de fidelización estándar
C00885,4,1,71.23,93.0,534,4.2,3,1,1,Lima,Email,0,new,4,Nuevos,0.124,✅ Programa de fidelización estándar
C00886,10,2,20.0,27.72,1374,3.9,6,0,2,Arequipa,Paid Search,0,new,4,Nuevos,0.235,✅ Programa de fidelización estándar
C00887,174,3,39.92,116.85,691,3.5,6,0,4,Lima,Email,1,lost,3,Inactivos,0.931,🚨 Intervención urgente: llamada + descuento 20%
C00888,110,3,156.21,621.01,1045,4.1,4,0,1,Lima,Email,1,at_risk,3,Inactivos,0.843,🚨 Intervención urgente: llamada + descuento 20%
C00889,131,4,147.54,509.61,1360,3.9,4,0,0,Lima,Email,1,at_risk,3,Inactivos,0.892,🚨 Intervención urgente: llamada + descuento 20%
C00890,174,2,85.6,194.81,376,2.3,3,0,3,Trujillo,Paid Search,1,lost,3,Inactivos,0.954,🚨 Intervención urgente: llamada + descuento 20%
C00891,91,1,114.06,171.19,1446,4.1,4,0,0,Cusco,Orgánico,0,at_risk,3,Inactivos,0.074,✅ Programa de fidelización estándar
C00892,140,2,136.79,224.63,1252,2.0,6,0,3,Cusco,Paid Search,0,lost,3,Inactivos,0.138,✅ Programa de fidelización estándar
C00893,105,7,102.35,614.32,1729,3.4,1,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.026,✅ Programa de fidelización estándar
C00894,172,3,104.39,233.91,211,3.1,2,0,2,Arequipa,Social,1,lost,3,Inactivos,0.846,🚨 Intervención urgente: llamada + descuento 20%
C00895,187,2,77.21,122.1,269,3.2,6,1,3,Lima,Paid Search,0,lost,3,Inactivos,0.285,📧 Newsletter personalizado + recomendaciones
C00896,10,10,168.23,1803.18,95,4.6,5,1,1,Lima,Orgánico,0,loyal,1,Leales,0.023,✅ Programa de fidelización estándar
C00897,202,3,82.72,270.27,200,3.0,2,1,3,Cusco,Orgánico,1,lost,3,Inactivos,0.962,🚨 Intervención urgente: llamada + descuento 20%
C00898,66,8,103.09,688.93,1698,2.9,4,0,3,Lima,Email,0,at_risk,3,Inactivos,0.044,✅ Programa de fidelización estándar
C00899,132,4,82.39,301.48,1646,2.4,5,0,6,Lima,Email,0,lost,3,Inactivos,0.257,📧 Newsletter personalizado + recomendaciones
C00900,54,5,115.22,579.93,194,3.8,2,1,1,Lima,Paid Search,0,at_risk,3,Inactivos,0.066,✅ Programa de fidelización estándar
C00901,95,2,73.52,206.54,983,2.8,2,1,1,Lima,Orgánico,1,at_risk,3,Inactivos,0.835,🚨 Intervención urgente: llamada + descuento 20%
C00902,2,1,76.0,66.72,92,2.9,4,0,1,Lima,Paid Search,0,new,4,Nuevos,0.109,✅ Programa de fidelización estándar
C00903,40,10,208.97,2226.72,384,4.1,5,1,0,Arequipa,Paid Search,0,loyal,1,Leales,0.104,✅ Programa de fidelización estándar
C00904,133,3,96.8,324.97,80,2.5,6,1,1,Lima,Email,1,lost,3,Inactivos,0.925,🚨 Intervención urgente: llamada + descuento 20%
C00905,90,3,135.21,458.57,613,3.4,6,1,1,Cusco,Email,0,at_risk,3,Inactivos,0.342,📧 Newsletter personalizado + recomendaciones
C00906,63,3,93.0,270.21,72,3.9,5,1,1,Trujillo,Paid Search,1,at_risk,3,Inactivos,0.966,🚨 Intervención urgente: llamada + descuento 20%
C00907,55,10,204.22,1848.55,992,4.1,2,1,0,Lima,Orgánico,1,loyal,1,Leales,0.897,🚨 Intervención urgente: llamada + descuento 20%
C00908,63,5,171.08,1015.73,1374,3.9,5,1,0,Lima,Directo,1,at_risk,3,Inactivos,0.844,🚨 Intervención urgente: llamada + descuento 20%
C00909,55,11,173.74,2021.91,1371,3.3,6,0,1,Lima,Paid Search,0,loyal,1,Leales,0.181,✅ Programa de fidelización estándar
C00910,22,13,346.74,4947.28,1269,4.6,5,0,1,Arequipa,Email,0,champion,0,Champions,0.067,✅ Programa de fidelización estándar
C00911,13,7,214.54,1184.85,1244,3.3,1,0,0,Lima,Orgánico,0,loyal,1,Leales,0.026,✅ Programa de fidelización estándar
C00912,10,15,267.31,3211.51,699,4.4,4,0,0,Arequipa,Paid Search,0,champion,1,Leales,0.014,✅ Programa de fidelización estándar
C00913,3,1,65.93,71.08,1543,3.9,6,0,0,Lima,Orgánico,0,new,4,Nuevos,0.046,✅ Programa de fidelización estándar
C00914,3,1,102.7,120.97,119,4.0,4,0,0,Arequipa,Paid Search,1,new,4,Nuevos,0.204,✅ Programa de fidelización estándar
C00915,68,9,109.57,1142.3,1475,3.9,1,0,0,Lima,Directo,1,at_risk,3,Inactivos,0.182,✅ Programa de fidelización estándar
C00916,201,2,59.03,115.67,1544,1.9,2,1,7,Lima,Paid Search,1,lost,3,Inactivos,0.886,🚨 Intervención urgente: llamada + descuento 20%
C00917,23,11,222.17,2568.72,645,4.2,3,0,0,Piura,Orgánico,1,loyal,1,Leales,0.003,✅ Programa de fidelización estándar
C00918,164,4,95.4,332.84,592,2.3,6,0,4,Trujillo,Orgánico,1,lost,3,Inactivos,0.969,🚨 Intervención urgente: llamada + descuento 20%
C00919,239,2,62.41,160.6,1307,2.7,2,0,3,Lima,Paid Search,1,lost,3,Inactivos,0.879,🚨 Intervención urgente: llamada + descuento 20%
C00920,4,1,139.37,183.44,1160,3.6,1,1,0,Cusco,Orgánico,0,new,4,Nuevos,0.075,✅ Programa de fidelización estándar
C00921,100,3,137.1,501.44,1347,3.4,5,1,0,Lima,Orgánico,1,at_risk,3,Inactivos,0.809,🚨 Intervención urgente: llamada + descuento 20%
C00922,213,1,73.23,89.36,1564,2.5,1,0,7,Cusco,Social,1,lost,3,Inactivos,0.977,🚨 Intervención urgente: llamada + descuento 20%
C00923,22,11,213.77,2267.93,1289,3.6,4,1,0,Trujillo,Paid Search,0,loyal,1,Leales,0.069,✅ Programa de fidelización estándar
C00924,2,2,133.01,218.02,1551,3.7,5,0,0,Lima,Paid Search,0,new,4,Nuevos,0.086,✅ Programa de fidelización estándar
C00925,21,12,292.58,4206.02,864,4.5,2,1,0,Lima,Directo,1,champion,1,Leales,0.809,🚨 Intervención urgente: llamada + descuento 20%
C00926,113,2,125.02,193.47,385,4.8,5,0,0,Lima,Orgánico,1,at_risk,3,Inactivos,0.92,🚨 Intervención urgente: llamada + descuento 20%
